timestamp,vibe_x,vibe_y,vibe_z
1746534315.6957273,0.0022723081056028605,1.6303720873356298e-10,-0.014775814488530159
1746534325.3071232,0.018707798793911934,2.2279236233657684e-09,-0.14200454950332642
1746534334.9144459,0.03353699669241905,1.949527872469048e-09,-0.2278156727552414
1746534344.5190709,0.007662307936698198,9.082700147544642e-10,-0.07167757302522659
1746534354.1276467,0.0019549732096493244,2.499782325582345e-10,-0.013288527727127075
1746534363.7341268,0.04864745959639549,3.9645872362825685e-08,-0.340394526720047
1746534373.3330839,0.31558820605278015,8.046341122280865e-07,-3.201956272125244
1746534382.9461122,0.42790487408638,3.827423370239558e-06,-3.301185369491577
1746534392.5518851,0.29949095845222473,3.244255367462756e-06,-2.93752121925354
1746534402.1562603,0.2856866717338562,3.453194722169428e-06,-3.868915557861328
1746534411.7645826,0.3488234579563141,2.507821591279935e-06,-3.474093198776245
1746534421.3693266,0.3474407196044922,1.6496271655341843e-06,-3.3931615352630615
1746534430.9737077,0.18004287779331207,2.6852472956306883e-07,-2.350743532180786
1746534440.5790122,0.25507885217666626,5.654226242768345e-07,-4.643553256988525
1746534450.1776316,0.08753512799739838,1.542233576401486e-07,-0.9290215969085693
1746534459.7931495,0.004878301173448563,1.890925610537053e-10,-0.04268689453601837
1746534469.4006479,0.0013866642257198691,1.0031140501576274e-10,-0.011300396174192429
1746534479.0071075,0.005916970316320658,4.568803668725252e-10,-0.06762748211622238
1746534488.615015,0.002495945431292057,1.1960087087370397e-10,-0.03661663830280304
1746534498.2229636,0.10773774236440659,7.637272148031116e-08,-0.7840092182159424
1746534507.8292992,0.3862946033477783,9.068830877367873e-07,-2.757864475250244
1746534517.434922,0.3475567400455475,2.447031647534459e-06,-2.7521424293518066
1746534527.0413542,0.18190890550613403,4.1032703848031815e-06,-4.93001651763916
1746534536.6485882,0.043629564344882965,4.9857231232408594e-08,-0.2107539176940918
1746534546.2548683,0.04157893732190132,1.7019048925703828e-07,-0.22106052935123444
1746534555.863942,0.18943846225738525,1.8069006273435662e-06,-2.783682346343994
1746534565.4689188,0.11942806839942932,1.451869167112818e-07,-2.381563901901245
1746534575.075228,0.040070775896310806,4.413051035712101e-10,-0.5327766537666321
1746534584.6831002,0.00887290295213461,3.5368663553470014e-10,-0.21117450296878815
1746534594.289998,0.002022592816501856,1.0265217148530681e-10,-0.022244416177272797
1746534603.8947134,0.0016981014050543308,8.172205967493795e-11,-0.017417103052139282
