timestamp,vibe_x,vibe_y,vibe_z
1746616358.8836982,0.033625371754169464,4.338735593023557e-08,-0.3673242926597595
1746616359.799222,0.0333826057612896,6.693326781714859e-08,-0.33899760246276855
1746616367.7947202,0.028266552835702896,2.4833971323801052e-08,-0.14775335788726807
1746616377.025883,0.013348297215998173,4.4892223272086085e-09,-0.12465853989124298
1746616386.2632089,0.25421324372291565,7.388063067992334e-07,-2.215023994445801
1746616395.4884007,0.3118434250354767,2.2820123035671713e-07,-2.9121198654174805
1746616404.8286374,0.33141347765922546,5.925709842813376e-07,-3.031967878341675
1746616413.958544,0.16467584669589996,2.1837249164491368e-07,-3.3075954914093018
1746616423.1847935,0.13138210773468018,5.335617174750951e-07,-4.271493434906006
1746616432.4146824,0.23838983476161957,8.76721799158986e-07,-6.399114608764648
1746616441.6505034,0.1610708385705948,7.368444130406715e-07,-2.514533042907715
1746616450.8795094,0.16072185337543488,1.4570797475244035e-06,-2.118560314178467
1746616460.1097476,0.39194613695144653,8.507628308507265e-07,-3.314088821411133
1746616469.3451936,0.4428728222846985,1.4181192682372057e-06,-2.987724781036377
1746616478.5742989,0.25104621052742004,6.563868737430312e-07,-2.610377788543701
1746616487.804741,0.21133270859718323,8.425208761764225e-07,-2.3337230682373047
1746616497.035549,0.1913672536611557,9.526354460831499e-07,-2.0130343437194824
1746616506.2685132,0.20811359584331512,1.180975345960178e-06,-2.293759822845459
1746616515.4999573,0.40404775738716125,4.160603566560894e-06,-2.1210620403289795
1746616524.7315924,0.2711155116558075,6.617688086407725e-07,-2.0126030445098877
1746616533.968082,0.27778393030166626,2.3328513520937122e-07,-1.541992425918579
1746616543.196125,0.25711527466773987,8.72673069807206e-07,-1.9351743459701538
1746616552.427694,0.2548692226409912,1.919032001751475e-06,-2.2399003505706787
1746616561.660197,0.31726157665252686,1.3457569139063708e-06,-2.301708698272705
1746616570.892645,0.27542799711227417,8.265226938419801e-07,-2.3699376583099365
1746616580.1207578,0.29123634099960327,2.716092922128155e-06,-5.307330131530762
1746616589.3586,0.33557015657424927,7.437610292981844e-06,-4.131078720092773
1746616598.5883489,0.3463855981826782,5.379575327424391e-07,-2.306131601333618
1746616607.817857,0.2973853647708893,7.380069746432127e-07,-2.3868677616119385
1746616617.0567381,0.3492428958415985,2.3876630166341783e-06,-3.0600099563598633
1746616626.2814975,0.25893959403038025,2.8344386464596028e-06,-7.2988667488098145
