timestamp,mode,armed
1746616350.5826283,MANUAL,False
1746616354.8199527,MANUAL,False
1746616358.633669,MANUAL,False
1746616358.7519078,MANUAL,True
1746616358.7956545,MANUAL,True
1746616358.8926156,MANUAL,True
1746616358.9569423,MANUAL,True
1746616359.0144627,MANUAL,True
1746616359.0715094,MANUAL,True
1746616359.1245809,MANUAL,True
1746616359.2501743,MANUAL,True
1746616359.7534842,MANUAL,True
1746616359.8084135,MANUAL,True
1746616359.8494942,MANUAL,True
1746616359.8911095,MANUAL,True
1746616359.9346306,MANUAL,True
1746616360.9059935,MANUAL,True
1746616361.9140496,MANUAL,True
1746616362.903628,MANUAL,True
1746616363.9070013,MANUAL,True
1746616364.9154866,MANUAL,True
1746616365.9064696,MANUAL,True
1746616366.9042327,MANUAL,True
1746616367.9150298,MANUAL,True
1746616368.9032586,MANUAL,True
1746616369.9089208,MANUAL,True
1746616370.9109359,MANUAL,True
1746616371.9057796,MANUAL,True
1746616372.90546,MANUAL,True
1746616373.914014,MANUAL,True
1746616374.9177363,MANUAL,True
1746616375.9084656,MANUAL,True
1746616376.9261906,MANUAL,True
1746616377.907543,MANUAL,True
1746616378.9055915,MANUAL,True
1746616379.9217668,MANUAL,True
1746616380.902709,MANUAL,True
1746616381.9059012,MANUAL,True
1746616382.9177015,MANUAL,True
1746616383.9070306,MANUAL,True
1746616384.9051962,MANUAL,True
1746616385.9236493,MANUAL,True
1746616386.9042132,MANUAL,True
1746616387.909496,MANUAL,True
1746616388.9169273,MANUAL,True
1746616389.920402,MANUAL,True
1746616390.90472,MANUAL,True
1746616391.9119089,MANUAL,True
1746616392.9899259,MANUAL,True
1746616393.9054391,MANUAL,True
1746616394.9116135,MANUAL,True
1746616395.9074268,MANUAL,True
1746616396.9055083,MANUAL,True
1746616397.9156547,MANUAL,True
1746616398.9041927,MANUAL,True
1746616399.9042811,MANUAL,True
1746616400.9027476,MANUAL,True
1746616401.9076695,MANUAL,True
1746616402.9072888,MANUAL,True
1746616403.929306,MANUAL,True
1746616404.9477334,MANUAL,True
1746616405.9241543,MANUAL,True
1746616406.9083757,MANUAL,True
1746616407.9638603,MANUAL,True
1746616408.9031844,MANUAL,True
1746616409.9040186,MANUAL,True
1746616410.904854,MANUAL,True
1746616411.910371,MANUAL,True
1746616412.9033546,MANUAL,True
1746616413.9106922,MANUAL,True
1746616414.9054487,MANUAL,True
1746616415.903484,MANUAL,True
1746616416.9099112,MANUAL,True
1746616417.91093,MANUAL,True
1746616418.9018846,MANUAL,True
1746616419.9092367,MANUAL,True
1746616420.9048982,MANUAL,True
1746616421.9024618,MANUAL,True
1746616422.9088964,MANUAL,True
1746616423.9120288,MANUAL,True
1746616424.9018877,MANUAL,True
1746616425.908936,MANUAL,True
1746616426.9068391,MANUAL,True
1746616427.9031966,MANUAL,True
1746616428.9027917,MANUAL,True
1746616429.9113998,MANUAL,True
1746616430.902196,MANUAL,True
1746616431.91029,MANUAL,True
1746616432.9058096,MANUAL,True
1746616433.9046745,MANUAL,True
1746616434.9012694,MANUAL,True
1746616435.9114628,MANUAL,True
1746616436.9074304,MANUAL,True
1746616437.9156454,MANUAL,True
1746616438.9104333,MANUAL,True
1746616439.902362,MANUAL,True
1746616440.903737,MANUAL,True
1746616441.915768,MANUAL,True
1746616442.902928,MANUAL,True
1746616443.9151316,MANUAL,True
1746616444.9078538,MANUAL,True
1746616445.903452,MANUAL,True
