timestamp,vibe_x,vibe_y,vibe_z
1746551217.7776897,0.002012511482462287,1.1079516470946515e-10,-0.02463466115295887
1746551223.50944,0.0016850453102961183,1.1235025410005761e-10,-0.015291627496480942
1746551233.1186712,0.0013364781625568867,1.1108166469986358e-10,-0.012060803361237049
1746551242.7349427,0.0014529690379276872,1.24182761296332e-10,-0.015715226531028748
1746551252.3510141,0.0012619493063539267,1.0068885308855968e-10,-0.012930414639413357
1746551261.9561121,0.00431194668635726,2.183922487297707e-10,-0.04798638075590134
1746551271.5675008,0.0022652086336165667,2.004539173539044e-10,-0.026746902614831924
1746551281.1678667,0.001439822488464415,1.2964981865870584e-10,-0.016872182488441467
1746551290.7869914,0.0012676091864705086,1.0823240914614729e-10,-0.013537519611418247
1746551300.3908868,0.004183468874543905,1.166930579943326e-10,-0.042196061462163925
1746551309.9987001,0.0013382965698838234,9.279378654358794e-11,-0.0140262171626091
1746551319.6224668,0.001288420520722866,1.3508390239724832e-10,-0.012907002121210098
1746551329.2141824,0.0014718553284183145,9.453573340811872e-11,-0.015109739266335964
1746551338.8277514,0.006727481260895729,8.501352954937147e-10,-0.05958333984017372
1746551348.4297862,0.006380945444107056,7.384908240481991e-10,-0.06418140977621078
