timestamp,voltage,current,percentage
1746623510.0619802,7.828000545501709,-35.43000030517578,0.8700000047683716
1746623511.0904772,7.707000255584717,-35.619998931884766,0.800000011920929
1746623520.6460755,7.576000213623047,-34.849998474121094,0.7099999785423279
1746623530.2522674,7.4760003089904785,-34.779998779296875,0.6600000262260437
1746623539.8599627,7.663000583648682,-34.61000061035156,0.7400000095367432
1746623549.4677608,7.652000427246094,-34.900001525878906,0.7400000095367432
1746623559.0770628,7.523000240325928,-34.27000045776367,0.6600000262260437
1746623568.6830115,7.490000247955322,-34.04999923706055,0.6499999761581421
1746623578.3649573,7.652000427246094,-34.81999969482422,0.7400000095367432
1746623587.9031289,7.664000511169434,-35.099998474121094,0.75
1746623597.5062594,7.821000576019287,-36.400001525878906,0.8399999737739563
1746623607.1158717,7.7900004386901855,-36.02000045776367,0.8899999856948853
1746623616.723589,7.700000286102295,-36.0099983215332,0.7699999809265137
1746623626.3320658,7.688000202178955,-36.040000915527344,0.7799999713897705
1746623635.9387202,7.7330002784729,-36.15999984741211,0.8100000023841858
1746623645.5474741,7.716000556945801,-36.34000015258789,0.8100000023841858
1746623655.157344,7.734000205993652,-36.56999969482422,0.8199999928474426
1746623664.7634676,7.746000289916992,-36.790000915527344,0.8100000023841858
1746623674.371677,7.768000602722168,-37.540000915527344,0.75
1746623683.9797814,7.7950005531311035,-36.70000076293945,0.8399999737739563
1746623693.5889487,7.53000020980835,-35.59000015258789,0.699999988079071
1746623703.196995,7.584000587463379,-35.779998779296875,0.699999988079071
1746623712.8171103,7.625000476837158,-35.560001373291016,0.7300000190734863
1746623722.4127467,7.61400032043457,-35.970001220703125,0.7300000190734863
1746623732.0342646,7.51900053024292,-34.86000061035156,0.6700000166893005
1746623741.6439624,7.396000385284424,-35.189998626708984,0.6000000238418579
1746623751.2523427,7.502000331878662,-35.0,0.6399999856948853
1746623760.8571823,7.461000442504883,-35.72999954223633,0.6399999856948853
1746623770.4658625,7.459000587463379,-35.810001373291016,0.6399999856948853
1746623780.0766351,7.478000164031982,-35.849998474121094,0.6399999856948853
1746623789.6685045,7.452000141143799,-35.900001525878906,0.6299999952316284
1746623799.2887943,7.459000587463379,-35.900001525878906,0.6299999952316284
1746623808.896644,7.279000282287598,-34.70000076293945,0.5400000214576721
1746623818.505254,7.212000370025635,-33.84000015258789,0.4699999988079071
1746623828.1010222,7.238000392913818,-34.029998779296875,0.49000000953674316
1746623837.7213285,7.198000431060791,-33.720001220703125,0.46000000834465027
1746623847.323518,7.2300004959106445,-33.81999969482422,0.49000000953674316
1746623856.9368632,7.23900032043457,-33.66999816894531,0.47999998927116394
1746623866.5494926,7.14900016784668,-34.060001373291016,0.44999998807907104
1746623876.1414943,7.175000190734863,-34.40999984741211,0.4399999976158142
1746623885.7617245,7.11400032043457,-33.709999084472656,0.4300000071525574
1746623895.3703651,7.0960001945495605,-33.61000061035156,0.4000000059604645
1746623904.9789994,7.1080002784729,-33.459999084472656,0.4000000059604645
1746623914.586573,7.175000190734863,-34.13999938964844,0.44999998807907104
1746623924.194462,7.164000511169434,-34.130001068115234,0.4399999976158142
1746623933.7903755,7.288000583648682,-34.439998626708984,0.4699999988079071
1746623943.4097176,7.288000583648682,-34.58000183105469,0.5099999904632568
1746623953.0194924,7.323000431060791,-35.349998474121094,0.5400000214576721
1746623962.6269784,7.2920002937316895,-35.029998779296875,0.5400000214576721
1746623972.2342165,7.316000461578369,-35.38999938964844,0.5400000214576721
1746623981.8412585,7.302000522613525,-35.02000045776367,0.5299999713897705
1746623991.4502103,7.099000453948975,-34.33000183105469,0.4300000071525574
1746624001.0585272,7.163000106811523,-34.560001373291016,0.4300000071525574
1746624010.6698554,7.135000228881836,-34.54999923706055,0.41999998688697815
1746624020.2761884,7.168000221252441,-34.5,0.41999998688697815
1746624029.8831205,7.11400032043457,-34.34000015258789,0.41999998688697815
1746624039.4904654,7.117000102996826,-34.29999923706055,0.4099999964237213
1746624049.1189864,7.092000484466553,-33.869998931884766,0.3799999952316284
1746624058.7076852,7.054000377655029,-33.189998626708984,0.3700000047683716
1746624068.3162253,7.133000373840332,-34.040000915527344,0.3700000047683716
1746624077.9231315,7.298000335693359,-35.20000076293945,0.5199999809265137
1746624087.5305843,7.321000576019287,-35.529998779296875,0.5400000214576721
1746624097.1383915,7.0960001945495605,-34.310001373291016,0.4099999964237213
1746624106.7470207,7.070000171661377,-33.84000015258789,0.38999998569488525
1746624116.3552845,7.154000282287598,-34.540000915527344,0.4399999976158142
1746624125.9644172,7.124000549316406,-34.06999969482422,0.4300000071525574
1746624135.573768,7.130000114440918,-34.439998626708984,0.41999998688697815
1746624145.1794658,7.135000228881836,-34.369998931884766,0.4099999964237213
1746624154.7871027,7.009000301361084,-34.25,0.3400000035762787
1746624164.3951352,7.085000514984131,-33.650001525878906,0.3799999952316284
1746624174.0038865,7.135000228881836,-34.150001525878906,0.4300000071525574
1746624183.6127934,7.141000270843506,-34.349998474121094,0.41999998688697815
1746624193.2212043,7.055000305175781,-33.880001068115234,0.3700000047683716
1746624202.8278782,7.153000354766846,-34.869998931884766,0.4399999976158142
1746624212.4381874,7.184000492095947,-34.88999938964844,0.44999998807907104
1746624222.0441303,7.135000228881836,-34.52000045776367,0.41999998688697815
1746624231.6549778,7.103000164031982,-34.369998931884766,0.4099999964237213
1746624241.260508,7.109000205993652,-34.34000015258789,0.4000000059604645
1746624250.868872,7.087000370025635,-33.939998626708984,0.4000000059604645
1746624260.4780347,7.14400053024292,-34.43000030517578,0.44999998807907104
