timestamp,vibe_x,vibe_y,vibe_z
1746536611.9505274,0.004910018760710955,1.0827701929505551e-10,-0.03651069104671478
1746536621.5562923,0.007091522216796875,1.5061904501401102e-10,-0.061445508152246475
1746536631.165415,0.004230732098221779,2.072303023625821e-10,-0.032400161027908325
1746536640.7743306,0.001954196020960808,1.1205000816083555e-10,-0.015032549388706684
1746536650.3884716,0.01254941150546074,3.604729670314555e-08,-0.12813401222229004
1746536659.9913673,0.009034422226250172,4.1052683474873675e-10,-0.05234773829579353
1746536669.6004608,0.0912143662571907,1.4566237993562936e-08,-0.6168389916419983
1746536679.2092235,0.10320714116096497,1.5652368290375307e-07,-0.7421071529388428
1746536688.8169975,0.2323819398880005,2.656618335095118e-06,-4.942630767822266
1746536698.4240355,0.22461147606372833,1.0529948895054986e-06,-4.069479942321777
1746536708.0340843,0.3010876476764679,7.187178994172427e-07,-5.099653244018555
1746536717.6417592,0.2274133712053299,1.1566093007786549e-06,-4.667563438415527
1746536727.250683,0.19387134909629822,4.782374389833421e-07,-4.003602981567383
1746536736.8574665,0.20288735628128052,6.630306756960636e-07,-3.803471565246582
1746536746.4669707,0.3692728281021118,3.5629136618808843e-06,-5.97515869140625
1746536756.074587,0.4349362254142761,1.3308319921634393e-06,-3.493051052093506
1746536765.682899,0.3090769946575165,2.8269653284951346e-07,-2.4952006340026855
1746536775.28931,0.09758599102497101,4.0093834741128376e-07,-0.5126197934150696
1746536784.8991907,0.0014062866102904081,9.885327278968958e-11,-0.010488064959645271
1746536794.5072012,0.0013241205597296357,9.697861264035268e-11,-0.011427320539951324
1746536804.115659,0.0014365441165864468,1.0830367158654042e-10,-0.011515030637383461
1746536813.7242546,0.0014523908030241728,1.093230089788122e-10,-0.012240094132721424
1746536823.3298984,0.001591941574588418,1.8150575487041465e-10,-0.011253287084400654
1746536832.9400811,0.0013972707092761993,9.617338175837986e-11,-0.011857747100293636
1746536842.546559,0.0012720245867967606,8.734261230936013e-11,-0.011913178488612175
1746536852.156447,0.0013278198894113302,8.976328014220769e-11,-0.011537675745785236
1746536861.763032,0.056551359593868256,5.221823684564697e-08,-0.3956300616264343
1746536871.3708851,0.05947231501340866,7.35634912985006e-08,-0.28588756918907166
1746536880.9813645,0.0675685927271843,2.0814351842091128e-07,-0.557660698890686
1746536890.5929623,0.025894830003380775,2.38509105798812e-08,-0.1923488825559616
1746536900.1982265,0.07056620717048645,5.106735034843268e-09,-0.4491840600967407
