timestamp,ax,ay,az
1746551061.7864683,-0.39076054096221924,-7.148459911346435,6.682380676269532
1746551062.2980661,-0.39076054096221924,-7.148459911346435,6.682380676269532
1746551062.9719062,-0.4203484058380127,-7.145827293395995,6.7070951461792
1746551063.336066,-0.3913794755935669,-7.147525787353515,6.697939395904542
1746551063.7459455,-0.3913794755935669,-7.147525787353515,6.697939395904542
1746551065.26502,-0.3930325508117676,-7.156632423400878,6.697373867034913
1746551065.6389415,-0.4048019051551819,-7.1595139503478995,6.692002296447755
1746551066.4614034,-0.41786104440689087,-7.151933193206786,6.694237709045411
1746551066.876328,-0.41786104440689087,-7.151933193206786,6.694237709045411
1746551067.2836661,-0.41786104440689087,-7.151933193206786,6.694237709045411
1746551068.1695719,-0.41786104440689087,-7.151933193206786,6.694237709045411
1746551068.5803113,-0.40536436438560486,-7.156442642211913,6.69609832763672
1746551068.9416697,-0.40536436438560486,-7.156442642211913,6.69609832763672
1746551069.2720437,-0.40536436438560486,-7.156442642211913,6.69609832763672
1746551069.5435612,-0.40536436438560486,-7.156442642211913,6.69609832763672
1746551069.918474,-0.405997633934021,-7.15275478363037,6.711392402648927
1746551070.2375312,-0.405997633934021,-7.15275478363037,6.711392402648927
1746551070.56636,-0.405997633934021,-7.15275478363037,6.711392402648927
1746551070.945389,-0.39564481377601624,-7.15848159790039,6.699005603790284
1746551070.9519222,-0.41391435265541077,-7.1555137634277335,6.703272342681886
1746551070.9687552,-0.39840584993362427,-7.150768756866454,6.698863983154298
1746551070.9904938,-0.4071395695209503,-7.152663707733153,6.696092128753663
1746551071.0124981,-0.4011754095554352,-7.153883457183837,6.691256999969483
1746551071.0347357,-0.41208404302597046,-7.148287773132323,6.703932285308839
1746551071.051118,-0.39402517676353455,-7.156846523284911,6.684643745422364
1746551071.0646648,-0.40109142661094666,-7.154467582702636,6.718863487243653
1746551071.0818636,-0.4131810963153839,-7.1564083099365225,6.703589916229249
1746551071.104277,-0.4045940935611725,-7.140337944030761,6.689481258392335
1746551071.1210308,-0.39627254009246826,-7.142953395843505,6.700950145721436
1746551071.1392932,-0.40807482600212097,-7.147343158721923,6.705174446105958
1746551071.1611564,-0.3985876142978668,-7.132547378540038,6.705044746398927
1746551071.1862178,-0.40397560596466064,-7.1422128677368155,6.699958801269532
1746551071.2097113,-0.4055383503437042,-7.147784709930419,6.692212104797364
1746551071.224637,-0.41070541739463806,-7.151722908020019,6.700444221496583
1746551071.2443879,-0.3947998881340027,-7.140610218048095,6.692815780639649
1746551071.2564464,-0.40515419840812683,-7.149164676666259,6.698686122894288
1746551071.2718072,-0.3998701274394989,-7.1432857513427725,6.706945419311524
1746551071.287098,-0.41233187913894653,-7.153006076812743,6.690234661102296
1746551071.3050582,-0.40473318099975586,-7.142926216125487,6.708273887634278
1746551071.3214662,-0.4109061658382416,-7.146687984466552,6.706004142761231
1746551071.3454952,-0.40459898114204407,-7.140007495880126,6.70806646347046
1746551071.3636463,-0.40118473768234253,-7.135632514953612,6.692472457885743
1746551071.3821292,-0.4008319079875946,-7.134459495544433,6.695805072784425
1746551071.4068313,-0.4056340157985687,-7.127148151397704,6.694195747375489
1746551071.4257572,-0.40093979239463806,-7.127363204956054,6.702224731445313
1746551071.4418232,-0.4089277982711792,-7.126831531524657,6.691050052642823
1746551071.458577,-0.4091893136501312,-7.10844850540161,6.693859100341798
1746551071.4776664,-0.40713614225387573,-7.111641407012939,6.708780765533448
1746551071.4945703,-0.40360575914382935,-7.100486755371093,6.70563554763794
1746551071.5087562,-0.4091658592224121,-7.116167068481444,6.701490402221681
1746551071.5290062,-0.3912998139858246,-7.10505199432373,6.701280593872071
1746551071.54357,-0.3989865481853485,-7.098878383636474,6.695447444915772
1746551071.5599327,-0.4046478569507599,-7.10785961151123,6.702625274658204
1746551071.5775259,-0.4134199619293213,-7.109016895294189,6.6925697326660165
1746551071.593387,-0.40649086236953735,-7.124746799468993,6.702518939971925
1746551071.6090112,-0.40716519951820374,-7.12395143508911,6.692764759063722
1746551071.7148874,-0.3912838399410248,-7.1254892349243155,6.701415538787843
1746551071.7264354,-0.4038897752761841,-7.12572956085205,6.691454887390138
1746551071.7374122,-0.3904182016849518,-7.18403148651123,6.728929996490479
1746551071.749675,-0.4085417687892914,-7.105775833129882,6.689527511596681
1746551071.7666895,-0.45626452565193176,-7.10600185394287,6.61997413635254
1746551071.7814207,-0.4402582347393036,-7.162598133087157,6.694680690765382
1746551071.8012524,-0.4087740480899811,-7.111949920654296,6.701486110687257
1746551071.819398,-0.3951380252838135,-7.093041419982909,6.691810607910157
1746551071.8323052,-0.38791266083717346,-7.09416627883911,6.6901259422302255
1746551071.8450801,-0.42340001463890076,-7.145294666290282,6.719338893890382
1746551071.8588285,-0.4194910526275635,-7.08564281463623,6.699326038360597
1746551071.8723555,-0.4101710915565491,-7.074184894561767,6.720221996307374
1746551071.8854077,-0.3672754466533661,-7.041676998138427,6.679062366485597
1746551071.9003203,-0.4649272859096527,-7.082073688507079,6.7420926094055185
1746551071.9141376,-0.4151816666126251,-7.084703445434569,6.681147098541261
1746551071.930215,-0.40817365050315857,-7.083270549774169,6.695132732391358
1746551071.9440846,-0.3932080566883087,-7.098793983459472,6.700642108917237
1746551071.9550083,-0.4173417389392853,-7.104993343353271,6.70665740966797
1746551071.9645646,-0.399166464805603,-7.116739273071288,6.683403968811036
1746551072.0420456,-0.4328295886516571,-7.0930747985839835,6.714466571807862
1746551072.1587646,-0.4145980477333069,-7.099377632141112,6.6753931045532235
1746551072.2425728,-0.3906688392162323,-7.100176811218261,6.711379051208497
1746551072.3648045,-0.3874211013317108,-7.1060705184936515,6.697009086608888
1746551072.426927,-0.44559890031814575,-7.122474193572997,6.710981845855714
1746551072.531675,-0.39180102944374084,-7.120243072509765,6.679186344146729
1746551072.655578,-0.41581985354423523,-7.101068973541259,6.702324390411378
1746551072.7168322,-0.4493996500968933,-7.142474651336669,6.7439002990722665
1746551072.8570256,-0.4008452594280243,-7.072065353393554,6.697111129760743
1746551072.9220033,-0.39394816756248474,-7.080269813537597,6.703370094299317
1746551073.0058668,-0.4161332845687866,-7.098212242126464,6.684847354888917
1746551073.1211152,-0.4355144202709198,-7.113469123840331,6.6939735412597665
1746551073.2020502,-0.4005764424800873,-7.0760741233825675,6.703740119934083
1746551073.3356187,-0.38335317373275757,-7.107663631439208,6.704119205474854
1746551073.3876762,-0.4336742162704468,-7.09953212738037,6.724101066589356
1746551073.4830966,-0.3995800018310547,-7.119152069091796,6.699110507965089
1746551073.6004229,-0.423239141702652,-7.119271755218505,6.700654983520509
1746551073.6753368,-0.3870953321456909,-7.11483335494995,6.695536613464356
1746551073.7954626,-0.04161306470632553,-6.223077774047851,6.044800281524659
1746551073.8777559,-0.4572107195854187,-7.316283226013183,6.4717469215393075
1746551073.9614816,-0.5060713291168213,-7.3812875747680655,6.50476884841919
1746551074.0812156,-0.42653390765190125,-7.147687911987304,6.609419345855714
1746551074.1560729,-0.49078625440597534,-7.120215415954589,6.721447467803956
1746551074.2696729,-0.44968047738075256,-7.064202308654784,6.755298137664796
1746551074.3480263,-0.3732868432998657,-7.071278572082519,6.725806236267091
1746551074.4518147,-0.41967183351516724,-7.088877201080321,6.712543487548829
1746551074.5612044,-0.41430044174194336,-7.1041522026062,6.681828975677491
1746551074.6369448,-0.40426576137542725,-7.111228466033935,6.686526775360108
1746551074.760427,-0.3992377519607544,-7.108416080474853,6.693501949310304
1746551074.8260324,-0.40486326813697815,-7.087445735931396,6.720040798187257
1746551074.9230196,-0.4112445116043091,-7.087574958801269,6.703505039215089
