timestamp,lat,lon,alt
1746534976.9561515,55.3743326,10.4178934,479.96702539619736
1746534977.0400026,55.3743431,10.4178231,478.0421307801425
1746534977.128594,55.3743431,10.4177741,475.6032135000637
1746534977.226007,55.3743447,10.4177655,474.58422599182484
1746534977.3373249,55.3743428,10.4177845,475.73119632327155
1746534977.4335384,55.3743398,10.4178462,480.0800959620586
1746534977.5355425,55.3743379,10.4178757,481.6220485659508
1746534977.6512408,55.3743276,10.4179944,487.6958612119805
1746534977.7279005,55.3743287,10.4179685,487.21190354617613
1746534977.8299258,55.3743255,10.417981,487.4398864948846
1746534977.9889507,55.3743168,10.4180528,490.20477628994627
1746534978.0346045,55.3743127,10.4180768,491.2627409611687
1746534978.133805,55.3743181,10.4180497,489.644779877551
1746534978.2300622,55.3743091,10.4181067,493.5286950371236
1746534978.33991,55.3742952,10.418181,497.77958718895803
1746534978.4579973,55.3742947,10.4181568,496.8066286827656
1746534978.563625,55.3743028,10.4181055,493.69270504142645
1746534978.6415389,55.3742992,10.4181226,493.4576807285045
1746534978.724586,55.3742984,10.4181302,493.4196689095937
1746534978.8334763,55.3742894,10.4181936,495.4815732591395
1746534978.9611876,55.3742931,10.4181522,493.50963847576884
1746534979.0305827,55.3742977,10.4180978,490.9597245005292
1746534979.132517,55.3743008,10.4180676,488.2087715640612
1746534979.25532,55.3742997,10.4180713,488.5247667100559
1746534979.332038,55.3743006,10.4180332,487.9608298968099
1746534979.4513612,55.3742947,10.4181233,491.30068524519766
1746534979.5333781,55.3742889,10.4182166,495.36853505719245
1746534979.6325629,55.3742833,10.4182589,497.4814707248279
1746534979.735736,55.3742844,10.4182853,498.1884247544108
1746534979.8339088,55.3742852,10.4182308,495.9165157660341
1746534979.9539626,55.3742754,10.4183098,499.5593947819865
1746534980.0576687,55.3742771,10.4182586,497.56147908272015
1746534980.1315846,55.3742882,10.4181376,491.8306693319348
1746534980.2317348,55.3742918,10.4181133,491.09770580168185
1746534980.333658,55.3742942,10.4180599,488.8987929222416
1746534980.4396641,55.3742953,10.4180304,486.3658413356219
1746534980.5398407,55.3742922,10.4180897,488.46774514131295
1746534980.6481564,55.3742809,10.4182073,495.0775608908661
1746534980.7355075,55.3742882,10.418142,491.6306619028538
1746534980.8635116,55.3742772,10.4182591,498.2804781118251
1746534980.9514627,55.374283,10.4181946,495.6525796752398
1746534981.0351048,55.3742905,10.4181369,493.0676676012826
1746534981.1313505,55.3742815,10.4182338,498.31151538599937
1746534981.2411156,55.3742746,10.4183043,501.7964050821645
1746534981.3748262,55.3742708,10.4183559,503.1043227634161
1746534981.4345942,55.3742693,10.4183118,502.2223991294984
1746534981.5333967,55.3742653,10.418414,506.2862316191119
1746534981.633653,55.3742593,10.4185253,509.48705126538016
1746534981.735571,55.3742596,10.4184574,507.91316554913436
1746534981.8495908,55.3742638,10.418418,504.90022676403083
1746534981.9845777,55.3742584,10.4184953,508.4901030670025
1746534982.033923,55.3742549,10.4185358,508.99103910558966
1746534982.1403506,55.3742502,10.4185875,511.47795774809464
1746534982.2355726,55.374248,10.4186262,513.210895177282
1746534982.33999,55.3742548,10.4185384,509.78603484147493
1746534982.4348361,55.3742631,10.4184473,506.26317817257564
1746534982.5373027,55.3742717,10.4183452,503.00233969171495
1746534982.6371205,55.3742602,10.4185052,510.08208406919874
1746534982.7438579,55.374263,10.418462,508.7251534755542
1746534982.8404732,55.37426,10.4185554,511.9379995473651
1746534982.9643655,55.3742607,10.4185761,512.9239637031874
1746534983.042152,55.3742639,10.4185859,513.9639431004882
1746534983.1380248,55.3742682,10.4184886,510.80610197085815
1746534983.237561,55.3742634,10.4185781,514.863956906286
1746534983.3468683,55.3742623,10.4185105,512.3430724595377
1746534983.440538,55.374267,10.4184408,508.81718421014017
1746534983.540863,55.3742702,10.4184312,508.95819636897085
1746534983.6474175,55.3742695,10.4184582,509.16815166111076
1746534983.7757235,55.3742682,10.418433,508.5011958621266
1746534983.8421082,55.3742623,10.4184929,510.82610218107874
1746534983.9595437,55.3742647,10.4184475,509.2901758086586
1746534984.0380118,55.3742645,10.4184346,508.39019784581745
1746534984.1380932,55.3742664,10.4184172,507.36622482243234
1746534984.2614036,55.3742724,10.4183323,503.9483605880788
1746534984.33737,55.3742734,10.4183335,504.0483572954288
1746534984.4453688,55.374267,10.4183863,505.18127624162224
1746534984.5487032,55.3742639,10.4184406,506.9391884736121
1746534984.6387985,55.3742636,10.4184827,508.8381177596532
1746534984.7420046,55.3742651,10.418484,508.9851136647577
1746534984.8412774,55.374269,10.4184464,507.81217222078976
1746534984.96418,55.3742651,10.4184785,508.2401229526507
1746534985.0422707,55.3742619,10.4185045,508.8190830984639
1746534985.139602,55.3742618,10.4185155,509.18306464906385
1746534985.2429438,55.3742663,10.4184808,508.3861175489615
1746534985.352531,55.3742666,10.4184607,507.35015111190637
1746534985.4415195,55.3742717,10.4184274,506.7222008863251
1746534985.538193,55.3742747,10.4184247,507.08120164653934
1746534985.6406875,55.3742751,10.4184323,507.5531883061053
1746534985.7496204,55.3742755,10.4184163,506.854214818171
1746534985.8455834,55.3742778,10.4183538,504.29131744493475
1746534985.9621055,55.3742788,10.4183065,502.3223960486494
1746534986.0433023,55.3742756,10.4183515,503.8933241147455
1746534986.1896644,55.3742719,10.4183909,504.9702622687587
1746534986.2464027,55.3742693,10.41841,505.2322333082664
1746534986.3459072,55.3742732,10.4183944,505.03225471224596
1746534986.4443617,55.3742829,10.4183256,503.55235860474204
1746534986.5430186,55.3742864,10.4182829,502.0914262741716
1746534986.6631556,55.3742833,10.4183221,503.3603640082247
1746534986.742337,55.3742805,10.4183334,503.60734847309095
1746534986.845052,55.374285,10.4182721,501.4894462833735
1746534986.965122,55.3742824,10.4182645,500.6154624087866
1746534987.044892,55.3742787,10.4183224,502.71536932698916
1746534987.1521044,55.3742753,10.4183501,503.399326858698
1746534987.2779694,55.3742742,10.4183529,503.06232352361405
1746534987.3515558,55.3742738,10.4183404,502.4583451376244
1746534987.4515507,55.374279,10.4183046,501.78439900365
1746534987.5445838,55.3742786,10.4182887,501.1824263582481
1746534987.6418447,55.3742791,10.4182856,500.90743095957373
1746534987.7605917,55.3742805,10.4182465,499.23749520826397
1746534987.8501654,55.3742799,10.4182658,499.9034633795747
1746534987.9779296,55.3742836,10.4182287,499.00752133804724
1746534988.0426085,55.3742816,10.4182406,499.3365037775141
1746534988.1662972,55.3742837,10.4181891,497.46958807539465
1746534988.2516837,55.3742888,10.4181636,497.0116246727787
1746534988.3520138,55.3742873,10.4181706,497.1536147531255
1746534988.4475186,55.3742918,10.4181312,496.60067557906723
1746534988.5771391,55.3742876,10.4181864,498.4715876955529
1746534988.6563268,55.3742882,10.4181825,498.674593520763
1746534988.7515006,55.3742868,10.4181904,499.0115819547517
1746534988.8499358,55.3742864,10.4181976,499.2775703042823
1746534988.967169,55.3742939,10.4181303,496.10267443933674
1746534989.0773802,55.3742936,10.4181488,496.4496435832869
1746534989.1504326,55.3742876,10.4181947,497.9055736812472
1746534989.2496338,55.3742886,10.4182098,499.54354691883543
1746534989.3600714,55.3742731,10.4182874,503.63043551822756
1746534989.4489603,55.3742769,10.4182437,501.847504494893
1746534989.5513039,55.3742678,10.4183283,507.443373167544
1746534989.6484754,55.3742635,10.418331,508.26937405353556
1746534989.753785,55.3742573,10.4184166,512.8852373593171
1746534989.8511615,55.3742576,10.4183909,512.0212803774234
1746534989.9707882,55.374247,10.4183942,512.6472882276004
1746534990.0488644,55.3742427,10.4183838,513.093311234133
1746534990.1644166,55.3742411,10.418373,512.3633314970887
1746534990.254236,55.3742212,10.4184316,515.5652577410808
1746534990.3535762,55.3742189,10.418419,515.6182819301047
1746534990.4526606,55.3741956,10.418538,521.5981104783167
1746534990.551738,55.3742005,10.4185427,521.6700963373025
1746534990.6578627,55.374201,10.4185374,521.3151046544906
1746534990.753796,55.3741997,10.4185778,522.9950380752913
1746534990.8502119,55.3742012,10.4185809,522.3790309409061
1746534991.0015047,55.374197,10.4185859,522.899027814908
1746534991.0578659,55.3741966,10.4185713,522.2490529772336
1746534991.1541824,55.3742001,10.418529,520.3501199792677
1746534991.2524083,55.3742058,10.4184758,518.3632026009975
1746534991.3511539,55.3742069,10.4184407,516.9152604802446
1746534991.4741864,55.3742039,10.4184754,518.3712056820975
1746534991.5521421,55.3741986,10.4184744,518.7642140811278
1746534991.6515684,55.3741985,10.4184553,517.0792464611862
1746534991.766636,55.3741908,10.4185153,519.485154889344
1746534991.8529868,55.3741865,10.4185622,522.0990811324999
1746534991.9673784,55.3741904,10.4185376,520.8951177375227
1746534992.051021,55.3741891,10.4185441,522.1761084067371
1746534992.156256,55.374184,10.4185154,521.6401633297132
1746534992.2567089,55.3741875,10.4184968,519.7621903081866
1746534992.3529756,55.3742059,10.4183659,512.6393880546314
1746534992.442697,55.3742059,10.4183659,512.6393880546314
1746534992.5454817,55.3742059,10.4183659,512.6393880546314
1746534992.6422193,55.3742059,10.4183659,512.6393880546314
1746534992.7420182,55.3742059,10.4183659,512.6393880546314
1746534992.8474033,55.3742059,10.4183659,512.6393880546314
1746534992.9685588,55.3742059,10.4183659,512.6393880546314
1746534993.0509644,55.3742059,10.4183659,512.6393880546314
1746534993.1467714,55.3742059,10.4183659,512.6393880546314
1746534993.2471435,55.3742059,10.4183659,512.6393880546314
1746534993.3779345,55.3742059,10.4183659,512.6393880546314
1746534993.4490445,55.3742059,10.4183659,512.6393880546314
1746534993.5451748,55.3742059,10.4183659,512.6393880546314
1746534993.6578846,55.3742059,10.4183659,512.6393880546314
1746534993.7542784,55.3742059,10.4183659,512.6393880546314
1746534993.8877442,55.3742059,10.4183659,512.6393880546314
1746534993.970124,55.3742059,10.4183659,512.6393880546314
1746534994.0493078,55.3742059,10.4183659,512.6393880546314
1746534994.1713836,55.3742059,10.4183659,512.6393880546314
1746534994.2484152,55.3742059,10.4183659,512.6393880546314
1746534994.3625987,55.3742059,10.4183659,512.6393880546314
1746534994.4478858,55.3742059,10.4183659,512.6393880546314
1746534994.5515308,55.3742059,10.4183659,512.6393880546314
1746534994.6543632,55.3742059,10.4183659,512.6393880546314
1746534994.749485,55.3742059,10.4183659,512.6393880546314
1746534994.851494,55.3742059,10.4183659,512.6393880546314
1746534994.9771843,55.3742059,10.4183659,512.6393880546314
1746534995.048146,55.3742059,10.4183659,512.6393880546314
1746534995.1497126,55.3742059,10.4183659,512.6393880546314
1746534995.248881,55.3742059,10.4183659,512.6393880546314
1746534995.3487258,55.3742059,10.4183659,512.6393880546314
1746534995.457684,55.3742059,10.4183659,512.6393880546314
1746534995.550405,55.3742059,10.4183659,512.6393880546314
1746534995.649549,55.3742059,10.4183659,512.6393880546314
1746534995.7837672,55.3742059,10.4183659,512.6393880546314
1746534995.854582,55.3742059,10.4183659,512.6393880546314
1746534995.9712033,55.3742059,10.4183659,512.6393880546314
1746534996.0493665,55.3742059,10.4183659,512.6393880546314
1746534996.1484163,55.3742059,10.4183659,512.6393880546314
1746534996.2863097,55.3742059,10.4183659,512.6393880546314
1746534996.3520722,55.3742059,10.4183659,512.6393880546314
1746534996.450874,55.3742059,10.4183659,512.6393880546314
1746534996.577888,55.3742059,10.4183659,512.6393880546314
1746534996.6520205,55.3742059,10.4183659,512.6393880546314
1746534996.7745314,55.3742059,10.4183659,512.6393880546314
1746534996.851361,55.3742059,10.4183659,512.6393880546314
1746534996.9746413,55.3742059,10.4183659,512.6393880546314
1746534997.0598032,55.3742059,10.4183659,512.6393880546314
1746534997.1550903,55.3742059,10.4183659,512.6393880546314
1746534997.2539678,55.3742059,10.4183659,512.6393880546314
1746534997.3565447,55.3742059,10.4183659,512.6393880546314
1746534997.4557312,55.3742059,10.4183659,512.6393880546314
1746534997.5525951,55.3742059,10.4183659,512.6393880546314
1746534997.6550868,55.3742059,10.4183659,512.6393880546314
1746534997.7536738,55.3742059,10.4183659,512.6393880546314
1746534997.8632612,55.3742059,10.4183659,512.6393880546314
1746534997.986559,55.3742059,10.4183659,512.6393880546314
1746534998.0572467,55.3742059,10.4183659,512.6393880546314
1746534998.1531777,55.3742059,10.4183659,512.6393880546314
1746534998.2622943,55.3742059,10.4183659,512.6393880546314
1746534998.3582726,55.3742059,10.4183659,512.6393880546314
1746534998.4544616,55.3742059,10.4183659,512.6393880546314
1746534998.5656765,55.3742059,10.4183659,512.6393880546314
1746534998.6992471,55.3742059,10.4183659,512.6393880546314
1746534998.755668,55.3742059,10.4183659,512.6393880546314
1746534998.8547382,55.3742059,10.4183659,512.6393880546314
1746534998.984501,55.3742059,10.4183659,512.6393880546314
1746534999.0556211,55.3742059,10.4183659,512.6393880546314
1746534999.1731496,55.3742059,10.4183659,512.6393880546314
1746534999.2548716,55.3742059,10.4183659,512.6393880546314
1746534999.3537843,55.3742059,10.4183659,512.6393880546314
1746534999.4641893,55.3742059,10.4183659,512.6393880546314
1746534999.5593677,55.3742059,10.4183659,512.6393880546314
1746534999.6640456,55.3742059,10.4183659,512.6393880546314
1746534999.7547667,55.3742059,10.4183659,512.6393880546314
1746534999.858995,55.3742059,10.4183659,512.6393880546314
1746534999.976128,55.3742059,10.4183659,512.6393880546314
1746535000.0571458,55.3742059,10.4183659,512.6393880546314
1746535000.1559634,55.3742059,10.4183659,512.6393880546314
1746535000.2684839,55.3742059,10.4183659,512.6393880546314
1746535000.3575604,55.3742059,10.4183659,512.6393880546314
1746535000.456399,55.3742059,10.4183659,512.6393880546314
1746535000.5555556,55.3742059,10.4183659,512.6393880546314
1746535000.6578279,55.3742059,10.4183659,512.6393880546314
1746535000.76189,55.3742059,10.4183659,512.6393880546314
1746535000.8585637,55.3742059,10.4183659,512.6393880546314
1746535000.9821737,55.3742059,10.4183659,512.6393880546314
1746535001.0972128,55.3742059,10.4183659,512.6393880546314
1746535001.1617825,55.3742059,10.4183659,512.6393880546314
1746535001.2581153,55.3742059,10.4183659,512.6393880546314
1746535001.3587925,55.3742059,10.4183659,512.6393880546314
1746535001.4576716,55.3742059,10.4183659,512.6393880546314
1746535001.587329,55.3742059,10.4183659,512.6393880546314
1746535001.65709,55.3742059,10.4183659,512.6393880546314
1746535001.756224,55.3742059,10.4183659,512.6393880546314
1746535001.8722162,55.3742059,10.4183659,512.6393880546314
1746535001.9773705,55.3742059,10.4183659,512.6393880546314
1746535002.060481,55.3742059,10.4183659,512.6393880546314
1746535002.1576874,55.3742059,10.4183659,512.6393880546314
1746535002.2600863,55.3742059,10.4183659,512.6393880546314
1746535002.3605525,55.3742059,10.4183659,512.6393880546314
1746535002.4591696,55.3742059,10.4183659,512.6393880546314
1746535002.5582843,55.3742059,10.4183659,512.6393880546314
1746535002.6738622,55.3742059,10.4183659,512.6393880546314
1746535002.7569065,55.3742059,10.4183659,512.6393880546314
1746535002.8586252,55.3742059,10.4183659,512.6393880546314
1746535003.0219598,55.3742059,10.4183659,512.6393880546314
1746535003.0613892,55.3742059,10.4183659,512.6393880546314
1746535003.1668296,55.3742059,10.4183659,512.6393880546314
1746535003.2630334,55.3742059,10.4183659,512.6393880546314
1746535003.3614495,55.3742059,10.4183659,512.6393880546314
1746535003.4918244,55.3742059,10.4183659,512.6393880546314
1746535003.5578964,55.3742059,10.4183659,512.6393880546314
1746535003.6622272,55.3742059,10.4183659,512.6393880546314
1746535003.7592967,55.3742059,10.4183659,512.6393880546314
1746535003.8599534,55.3742059,10.4183659,512.6393880546314
1746535003.9833817,55.3742059,10.4183659,512.6393880546314
1746535004.0613275,55.3742059,10.4183659,512.6393880546314
1746535004.1614137,55.3742059,10.4183659,512.6393880546314
1746535004.2742689,55.3742059,10.4183659,512.6393880546314
1746535004.3641636,55.3742059,10.4183659,512.6393880546314
1746535004.4773269,55.3742059,10.4183659,512.6393880546314
1746535004.559896,55.3742059,10.4183659,512.6393880546314
1746535004.667047,55.3742059,10.4183659,512.6393880546314
1746535004.7647257,55.3742059,10.4183659,512.6393880546314
1746535004.8636827,55.3742059,10.4183659,512.6393880546314
1746535004.9867344,55.3742059,10.4183659,512.6393880546314
1746535005.081116,55.3742059,10.4183659,512.6393880546314
1746535005.163709,55.3742059,10.4183659,512.6393880546314
1746535005.2630806,55.3742059,10.4183659,512.6393880546314
1746535005.3617985,55.3742059,10.4183659,512.6393880546314
1746535005.4641402,55.3742059,10.4183659,512.6393880546314
1746535005.572944,55.3742059,10.4183659,512.6393880546314
1746535005.6691084,55.3742059,10.4183659,512.6393880546314
1746535005.7652926,55.3742059,10.4183659,512.6393880546314
1746535005.8861852,55.3742059,10.4183659,512.6393880546314
1746535005.9808252,55.3742059,10.4183659,512.6393880546314
1746535006.0696,55.3742059,10.4183659,512.6393880546314
1746535006.1652825,55.3742059,10.4183659,512.6393880546314
1746535006.2645617,55.3742059,10.4183659,512.6393880546314
1746535006.3928502,55.3742059,10.4183659,512.6393880546314
1746535006.4623523,55.3742059,10.4183659,512.6393880546314
1746535006.5642834,55.3742059,10.4183659,512.6393880546314
