timestamp,mode,armed
1746702487.183751,MANUAL,True
1746702488.0513096,MANUAL,True
1746702489.038814,MANUAL,True
1746702490.0438874,MANUAL,True
1746702491.045108,MANUAL,True
1746702492.0513604,MANUAL,True
1746702493.0389552,MANUAL,True
1746702494.0485835,MANUAL,True
1746702495.0491595,MANUAL,True
1746702496.041061,MANUAL,True
1746702497.0396821,MANUAL,True
1746702498.0488694,MANUAL,True
1746702499.0584073,MANUAL,True
1746702500.0519207,MANUAL,True
1746702501.0393333,MANUAL,True
1746702502.040184,MANUAL,True
1746702503.0439093,MANUAL,True
1746702504.0501213,MANUAL,True
1746702505.03935,MANUAL,True
1746702506.0467231,MANUAL,True
1746702507.0383687,MANUAL,True
1746702508.0417876,MANUAL,True
1746702509.0404556,MANUAL,True
1746702510.0368621,MANUAL,True
1746702511.0419478,MANUAL,True
1746702512.0441494,MANUAL,True
1746702513.126899,MANUAL,True
1746702514.0374703,MANUAL,True
1746702515.0389955,MANUAL,True
1746702516.0784748,MANUAL,True
1746702517.04072,MANUAL,True
1746702518.038581,MANUAL,True
1746702519.0413368,MANUAL,True
1746702520.0403903,MANUAL,True
1746702521.2251663,MANUAL,True
1746702522.1178505,MANUAL,True
1746702523.2747798,MANUAL,True
1746702524.0576603,MANUAL,True
1746702525.0521257,MANUAL,True
1746702526.0397148,MANUAL,True
1746702527.0372336,MANUAL,True
1746702528.0387712,MANUAL,True
1746702529.0402784,MANUAL,True
1746702530.0366762,MANUAL,True
1746702531.0364573,MANUAL,True
1746702532.0398052,MANUAL,True
1746702533.0927646,MANUAL,True
1746702534.0366192,MANUAL,True
1746702535.0416627,MANUAL,True
1746702536.0402172,MANUAL,True
1746702537.0364156,MANUAL,True
1746702538.0360093,MANUAL,True
1746702539.0365844,MANUAL,True
1746702540.0403993,MANUAL,True
1746702541.05466,MANUAL,True
1746702542.0711725,MANUAL,True
1746702543.0381997,MANUAL,True
1746702544.0389955,MANUAL,True
1746702545.044041,MANUAL,True
1746702546.0375073,MANUAL,True
1746702547.0417867,MANUAL,True
1746702548.0387664,MANUAL,True
1746702549.0364008,MANUAL,True
1746702550.0371175,MANUAL,True
1746702551.0417788,MANUAL,True
1746702552.0429752,MANUAL,True
1746702553.0393505,MANUAL,True
1746702554.112852,MANUAL,True
1746702555.040649,MANUAL,True
1746702556.0553117,MANUAL,True
1746702557.040832,MANUAL,True
1746702558.0423658,MANUAL,True
