timestamp,vibe_x,vibe_y,vibe_z
1746702494.183507,0.07473421841859818,4.137790199365554e-07,-0.549601137638092
1746702503.4114609,0.3903026878833771,4.0305581023858394e-06,-3.878160238265991
1746702512.6660552,0.10099054872989655,6.620059593842598e-07,-0.7506415843963623
1746702522.094535,0.36993250250816345,1.763292516443471e-06,-4.322310924530029
1746702531.1029773,0.35391244292259216,1.9782266917900415e-06,-3.132643461227417
1746702540.34063,0.4742577373981476,4.037436156067997e-06,-2.953996419906616
1746702549.5863624,0.4029303193092346,6.804349936828658e-07,-5.028720378875732
1746702558.8242152,0.46712827682495117,1.1744194125640206e-05,-5.5735697746276855
1746702568.4748156,0.41885414719581604,4.338783412549674e-07,-5.233038902282715
1746702577.409364,0.4055652618408203,2.528878212615382e-06,-3.73933482170105
1746702586.4955487,0.3249308466911316,9.335780077890377e-07,-4.079697608947754
1746702595.740381,0.49465805292129517,1.536814011160459e-06,-5.856308937072754
1746702604.9799125,0.3853844702243805,4.405842446431052e-07,-4.563328266143799
1746702614.1909075,0.0822414755821228,1.535044020783971e-07,-0.5302231907844543
1746702623.425825,0.07130129635334015,1.599271399754798e-07,-0.45203477144241333
1746702632.6560698,0.09205687046051025,1.3084716954381292e-07,-0.9013734459877014
1746702641.888363,0.09769314527511597,5.496186759046395e-07,-0.6114571690559387
1746702651.1166651,0.6406784653663635,2.6967757094098488e-06,-7.615710258483887
1746702660.354107,0.508712887763977,1.778093860593799e-06,-5.79880952835083
1746702669.578509,0.31359368562698364,2.8958845632587327e-07,-5.3178229331970215
1746702678.8090923,0.4247383773326874,2.234686689916998e-06,-4.875189304351807
1746702688.0482564,0.44704198837280273,4.923842880089069e-07,-5.030925750732422
1746702697.2726748,0.4992963969707489,1.739177605486475e-06,-5.351099014282227
1746702706.5052638,0.3427853286266327,1.07552227746055e-06,-5.698838710784912
1746702715.7436967,0.40136703848838806,4.6822879085084423e-07,-4.51467227935791
1746702724.9701695,0.45782583951950073,8.133393976095249e-07,-4.350548267364502
1746702734.2003155,0.4541066288948059,1.6231032304858672e-06,-4.782752990722656
1746702743.4307828,0.5494885444641113,2.068541334665497e-06,-5.705469608306885
1746702752.66495,0.4669453799724579,6.920689656908507e-07,-4.847257137298584
1746702761.8942165,0.41699597239494324,2.0363609110063408e-06,-5.128232955932617
