timestamp,ax,ay,az
1746613969.2262495,1.677908182144165,-7.146091938018798,5.82230567932129
1746613969.5272892,1.677908182144165,-7.146091938018798,5.82230567932129
1746613969.8697217,1.677908182144165,-7.146091938018798,5.82230567932129
1746613970.2690108,3.144038677215576,-7.4229979515075675,6.453041553497315
1746613970.6556137,3.144038677215576,-7.4229979515075675,6.453041553497315
1746613971.0560787,2.435014247894287,-7.785064220428466,5.901040554046632
1746613971.9458034,2.1463959217071533,-7.492201328277587,5.835587978363038
1746613972.345411,1.5938576459884644,-7.851099967956542,5.382855415344239
1746613973.5562499,2.142169237136841,-8.63399600982666,5.977411746978761
1746613973.9422598,2.142169237136841,-8.63399600982666,5.977411746978761
1746613974.6650016,2.142169237136841,-8.63399600982666,5.977411746978761
1746613974.9339952,1.4305198192596436,-6.397988319396972,6.535469055175782
1746613975.5222824,2.465404510498047,-7.184873104095458,5.80590057373047
1746613975.8417132,2.465404510498047,-7.184873104095458,5.80590057373047
1746613976.1040792,3.0881340503692627,-7.623610973358153,5.400001049041749
1746613976.442732,2.9231441020965576,-7.326012611389159,5.265408515930177
1746613976.97654,2.9231441020965576,-7.326012611389159,5.265408515930177
1746613977.106284,3.073645830154419,-7.8660922050476065,5.594411849975587
1746613977.1451719,2.972496509552002,-7.47782802581787,5.6580777168273935
1746613977.242113,2.796865940093994,-7.16612958908081,6.181458473205567
1746613977.2840264,2.7326574325561523,-7.075244903564452,5.788008689880372
1746613977.3361936,2.576342821121216,-8.052120208740234,5.815721035003663
1746613977.3876717,1.8171803951263428,-8.230969429016113,4.729278564453126
1746613977.4283152,1.7448670864105225,-8.056937217712402,5.192054271697999
1746613977.4758263,1.7469419240951538,-8.139097213745117,7.031106472015382
1746613977.529777,2.2448983192443848,-6.774840354919433,5.795153617858888
1746613977.5949776,2.3955979347229004,-7.727845668792724,5.733548641204835
1746613977.6427817,2.3568410873413086,-7.44410753250122,6.122694969177247
1746613977.7005649,2.702296018600464,-8.26182746887207,4.962066173553468
1746613977.7864656,3.098350763320923,-7.589282512664794,3.851931810379029
1746613977.855273,0.6056915521621704,-4.889840126037597,6.895366191864015
1746613977.9103694,-0.8295719623565674,-6.79493761062622,6.252789974212647
1746613977.9710789,0.7058885097503662,-5.720684051513671,6.370975017547608
1746613978.0241544,0.07279461622238159,-3.6476469039916983,7.884145259857179
1746613978.070093,-0.29715776443481445,-6.634889125823974,8.247589111328125
1746613978.1283677,-0.9295204281806946,-7.575592517852782,7.5348148345947275
1746613978.1707697,-0.31837788224220276,-7.315496921539306,7.65050220489502
1746613978.2137,1.1401338577270508,-6.483942508697509,6.794624328613282
