timestamp,rel_alt
1746614132.5681605,143.443
1746614132.6220243,143.374
1746614132.7076874,143.3
1746614132.7423427,143.216
1746614132.7902472,143.112
1746614132.8494182,143.017
1746614132.9010856,142.921
1746614133.0225105,142.817
1746614133.1218214,142.728
1746614133.205013,142.626
1746614133.2740936,142.538
1746614133.5156646,142.449
1746614133.5649805,142.349
1746614133.6566534,142.257
1746614133.7003841,142.168
1746614133.844456,142.083
1746614133.867353,142.031
1746614133.9846208,142.005
1746614134.0508332,142.013
1746614134.1690056,142.041
1746614134.2521207,142.079
1746614134.3499067,142.128
1746614134.4600203,142.177
1746614134.5393856,142.235
1746614134.6273692,142.285
1746614134.7678177,142.342
1746614134.8237424,142.416
1746614134.9577034,142.486
1746614135.0125592,142.555
1746614135.1184409,142.608
1746614135.1951203,142.615
1746614135.311663,142.573
1746614135.428959,142.505
1746614135.5088954,142.42
1746614136.411716,142.324
1746614137.533122,140.69
1746614138.4499292,139.843
1746614139.2570019,139.029
1746614139.923872,138.797
1746614140.4081511,139.684
1746614141.1473527,140.613
1746614141.3662128,140.805
1746614141.44036,140.88
1746614141.5072894,140.941
1746614141.561047,140.997
1746614141.6329837,141.037
1746614141.723793,141.062
1746614141.7885215,141.072
1746614141.8899312,141.061
1746614141.9601996,141.051
1746614142.0530157,141.061
1746614142.1268852,141.094
1746614142.200093,141.147
1746614142.2911298,141.2
1746614142.3500082,141.251
1746614142.4188428,141.298
1746614142.4887202,141.329
1746614142.5658772,141.354
1746614142.6155784,141.376
1746614142.67524,141.396
1746614142.7196445,141.426
1746614142.758467,141.467
1746614142.8193188,141.512
1746614142.8726676,141.571
1746614142.9148424,141.677
1746614143.044364,141.826
1746614143.119099,142.041
1746614143.159341,142.24
1746614143.19615,142.429
1746614143.237256,142.624
1746614143.2807868,142.79
1746614143.3536384,142.954
1746614143.4330723,143.071
1746614143.5206225,143.17
1746614143.6239798,143.24
1746614143.6881876,143.287
1746614143.7975786,143.304
1746614143.914971,143.306
1746614143.9899468,143.307
1746614144.5389328,143.311
1746614144.7200239,143.321
1746614145.4457707,143.183
1746614146.3518364,141.873
1746614146.5695648,141.622
1746614146.6222296,141.491
1746614146.6868653,141.328
1746614146.7546396,141.166
1746614146.8145597,140.983
1746614146.954848,140.751
1746614147.0598795,140.525
1746614147.1376724,140.265
1746614147.2171466,139.943
1746614147.2749197,139.637
1746614147.3347652,139.316
1746614147.3913417,138.931
1746614147.4531627,138.564
1746614147.5116339,138.142
1746614147.5813284,137.793
1746614147.6386073,137.476
1746614147.7032053,137.192
1746614147.7449539,137.01
1746614147.8053303,136.865
1746614147.8433886,136.731
1746614147.8770242,136.637
1746614147.9479814,136.564
1746614147.988327,136.501
1746614148.0220947,136.462
1746614148.056807,136.424
1746614148.113094,136.363
1746614148.1458883,136.298
1746614148.2122178,136.212
1746614148.307749,136.128
1746614148.4385471,136.039
1746614148.51025,135.937
1746614148.616478,135.843
1746614148.7498589,135.734
1746614148.7983477,135.633
1746614148.9156225,135.523
1746614149.630102,135.391
1746614149.9768603,135.229
1746614150.287145,134.681
1746614150.5116498,134.267
1746614150.89888,133.483
1746614151.1119893,132.963
1746614151.7128952,132.16
1746614152.1672616,131.82
1746614152.2388427,131.739
1746614152.300918,131.645
1746614152.3632915,131.532
1746614152.4182475,131.438
1746614152.4732056,131.336
1746614152.5460355,131.223
1746614152.5999386,131.085
1746614152.6659987,130.914
1746614152.7455702,130.754
1746614152.8203537,130.572
1746614152.874181,130.346
1746614152.954818,130.152
1746614153.0512571,129.98
1746614153.2013872,129.81
1746614153.266799,129.68
1746614153.3370757,129.56
1746614153.4106236,129.423
1746614153.4499238,129.308
1746614153.4952378,129.206
1746614153.5454354,129.11
1746614153.6156673,129.034
1746614153.6717002,128.952
1746614153.7334013,128.888
1746614153.7767591,128.832
1746614153.815692,128.764
1746614153.868432,128.698
1746614153.9195564,128.636
1746614153.971892,128.575
1746614154.044963,128.526
1746614154.1016006,128.478
1746614154.2298393,128.433
1746614154.3087912,128.403
1746614154.5867908,128.376
1746614154.653306,128.357
1746614154.7161403,128.335
1746614154.7537165,128.276
1746614154.8136675,128.189
1746614154.892965,128.084
1746614154.971157,127.953
1746614155.067146,127.821
1746614155.1836376,127.661
1746614155.2721176,127.513
1746614155.3683648,127.356
1746614155.4520855,127.158
1746614155.5577576,126.96
1746614155.6537116,126.737
1746614155.7408218,126.468
1746614155.8578854,126.222
1746614155.984429,125.975
1746614156.0408552,125.708
1746614156.1540442,125.479
1746614156.2219212,125.225
1746614156.3135781,124.998
1746614156.4632173,124.772
1746614156.5296216,124.543
1746614156.6338522,124.273
1746614156.701635,124.028
1746614156.8363638,123.78
1746614156.9445808,123.491
1746614157.001237,123.234
1746614157.1027226,122.925
1746614157.5746686,122.655
1746614157.6339836,122.395
1746614157.7103283,122.116
1746614157.7966201,121.862
1746614157.8428962,121.572
1746614157.9130793,121.311
1746614157.974923,121.047
1746614158.0373862,120.736
1746614158.1029193,120.453
1746614158.1593995,120.187
1746614158.2059357,119.911
1746614158.254111,119.648
1746614158.3485632,119.378
1746614158.4361286,119.09
1746614158.5610263,118.83
1746614158.6401865,118.554
1746614159.6557455,118.217
1746614160.8767183,112.203
1746614161.3295047,109.975
1746614161.4060822,109.383
1746614161.476407,108.685
1746614161.5482218,108.045
1746614161.6202013,107.416
1746614161.6812658,106.721
1746614161.7373655,106.122
1746614161.7929373,105.538
1746614161.8468053,104.935
1746614161.9048293,104.543
1746614161.9816241,104.257
1746614162.053974,104.067
1746614162.1100135,103.887
1746614162.184535,103.696
1746614162.2495453,103.539
1746614162.3123288,103.431
1746614162.3482423,103.373
1746614162.408662,103.36
1746614162.4435525,103.38
1746614162.4966536,103.421
1746614162.5539694,103.477
1746614162.6097722,103.524
1746614162.6551087,103.561
1746614162.6887782,103.592
1746614162.7650323,103.631
1746614162.7939885,103.677
1746614162.9438686,103.721
1746614162.9932468,103.783
1746614163.094352,103.864
1746614163.1599782,103.97
1746614163.2541776,104.119
1746614163.3566651,104.278
1746614163.4580686,104.439
1746614163.5642636,104.615
1746614163.672498,104.766
1746614163.7428336,104.925
1746614163.9603193,105.103
1746614164.0253415,105.266
1746614164.0689068,105.443
1746614165.1537225,105.722
1746614165.9947233,106.715
1746614166.272333,106.828
1746614166.7413273,106.771
1746614166.8124595,106.683
1746614166.8671813,106.547
1746614166.9246733,106.397
1746614166.9824688,106.197
1746614167.0285857,105.997
1746614167.0863063,105.777
1746614167.1597562,105.512
1746614167.2524602,105.262
1746614167.349608,104.992
1746614167.4201217,104.671
1746614167.4763157,104.398
1746614167.5281641,104.142
1746614167.582561,103.864
1746614167.6519618,103.638
1746614167.7097044,103.416
1746614167.7514782,103.245
1746614167.7939818,103.095
1746614167.8481557,102.95
1746614167.9157927,102.857
1746614167.9687934,102.784
1746614168.0314884,102.723
1746614168.064651,102.668
1746614168.1023877,102.639
1746614168.142505,102.622
1746614168.1904805,102.62
1746614168.2667143,102.629
1746614168.3781767,102.646
1746614168.4777884,102.663
1746614168.564056,102.687
1746614168.6721177,102.719
1746614168.7781408,102.735
1746614168.866613,102.744
1746614168.9763205,102.739
1746614169.0572543,102.727
1746614169.1485236,102.71
1746614169.4812636,102.704
1746614170.679619,103.081
1746614171.2899473,103.656
1746614171.9416008,103.913
1746614172.3904166,104.1
1746614172.5143018,104.134
1746614172.628556,104.137
1746614172.7072718,104.106
1746614172.7930584,104.059
1746614172.8930752,104.021
1746614172.9616964,103.989
1746614173.0426097,103.983
1746614173.1131234,103.999
1746614173.1839178,104.033
1746614173.2445261,104.107
1746614173.3180046,104.195
1746614173.3761954,104.295
1746614173.4423819,104.374
1746614174.1880333,104.754
1746614175.0121956,105.067
1746614175.6206944,104.772
1746614175.9931061,104.613
1746614176.538722,104.645
1746614176.8906407,104.688
1746614177.5303543,104.904
1746614177.8007653,105.064
1746614177.8931468,105.128
1746614177.9824574,105.194
1746614178.05477,105.283
1746614178.1259346,105.386
1746614178.1968143,105.452
1746614178.26059,105.496
1746614178.3307526,105.519
1746614178.3896117,105.514
1746614178.453433,105.507
1746614178.515891,105.509
1746614178.7781532,105.514
1746614178.8346546,105.523
1746614178.896111,105.555
1746614178.9680328,105.606
1746614179.040558,105.676
1746614179.1127315,105.75
1746614179.176371,105.85
1746614179.2454033,105.972
1746614179.330476,106.075
1746614179.7768896,106.22
1746614180.132688,106.322
1746614180.9219444,106.152
1746614181.5023253,105.791
1746614181.5723944,105.719
1746614181.6454155,105.681
1746614181.7082477,105.709
1746614181.7967434,105.776
1746614181.880979,105.882
1746614181.9526155,106.02
1746614182.0575154,106.213
1746614182.129546,106.441
1746614182.1924427,106.634
1746614182.247739,106.83
1746614182.3219032,106.981
1746614182.3812683,107.106
1746614182.4812768,107.221
1746614182.559918,107.297
1746614182.6217043,107.36
1746614182.7095098,107.434
1746614182.7912693,107.507
1746614182.8739138,107.588
1746614182.9228032,107.679
1746614183.0002465,107.776
1746614183.0365415,107.883
1746614183.0968125,108.021
1746614183.1651776,108.169
1746614183.2184992,108.35
1746614183.8125105,108.518
1746614184.9325807,111.334
1746614185.5039694,111.89
1746614185.7177272,111.884
1746614186.0464325,111.86
1746614186.3197074,111.812
1746614186.4534626,111.776
1746614186.5221512,111.726
1746614186.620644,111.674
1746614186.7423165,111.611
1746614186.8428044,111.57
1746614186.926008,111.549
1746614187.0098107,111.512
1746614187.106545,111.488
1746614187.2087846,111.478
1746614187.2857308,111.469
1746614187.3610618,111.421
1746614187.4942803,111.323
1746614187.6504052,111.207
1746614187.7195735,111.104
1746614187.8040464,111.012
1746614187.8986094,111.009
1746614187.9665177,111.036
1746614188.0612702,111.063
1746614188.1729572,111.092
1746614188.3164914,111.113
1746614188.41836,111.145
1746614188.5013657,111.183
1746614188.5815825,111.204
1746614188.8244267,111.292
1746614188.9354408,111.307
1746614188.996283,111.312
1746614189.1059985,111.299
1746614189.1535788,111.272
1746614189.2061985,111.238
1746614189.2808757,111.189
1746614189.3291883,111.135
1746614189.4010386,111.056
1746614189.4484267,111.03
1746614189.5039098,111.054
1746614189.5748472,111.079
1746614189.6209915,111.12
1746614189.6695838,111.213
1746614189.7355275,111.373
1746614189.7769728,111.521
1746614189.8262005,111.672
1746614189.8987854,111.851
1746614189.9416914,112.018
1746614190.0195026,112.181
1746614190.0922062,112.333
1746614190.1293151,112.433
1746614190.2011268,112.523
1746614190.2432687,112.632
1746614190.269997,112.724
1746614190.3884096,112.806
1746614190.4450786,112.899
1746614190.5533588,112.988
1746614190.640379,113.059
1746614190.7506902,113.087
1746614190.8696625,113.09
1746614190.9331684,113.082
1746614191.0411897,113.07
1746614191.1473558,113.043
1746614191.2350469,113.018
1746614191.3290358,113.007
1746614191.4105196,113.012
1746614191.5181854,113.033
1746614191.631545,113.053
1746614191.7346048,113.082
1746614191.8391936,113.128
1746614191.896386,113.163
1746614192.0323288,113.198
1746614192.0901163,113.223
1746614192.2021053,113.258
1746614192.316195,113.321
1746614192.4069228,113.366
1746614192.493666,113.404
1746614192.6132789,113.451
1746614192.6800277,113.548
1746614192.7825034,113.707
1746614192.8778915,113.865
1746614193.0108268,114.037
1746614193.1087499,114.211
1746614193.2235894,114.385
1746614193.2714794,114.519
1746614193.35433,114.652
1746614193.4690607,114.755
1746614193.5654104,114.833
1746614193.6918728,114.896
1746614193.7681668,114.94
1746614193.8289623,114.987
1746614193.930014,115.035
1746614194.046552,115.092
1746614194.8786323,115.16
1746614195.1281483,115.219
1746614195.198458,115.279
1746614195.2909296,115.37
1746614195.3516436,115.488
1746614195.4194436,115.634
1746614195.4808848,115.803
1746614195.5625498,115.953
1746614195.6368992,116.094
1746614195.709481,116.236
1746614195.7532578,116.337
1746614195.8009126,116.407
1746614195.8923643,116.442
1746614195.9336548,116.455
1746614196.0087688,116.442
1746614196.1017935,116.417
1746614196.1845179,116.388
1746614196.2283368,116.357
1746614196.2824194,116.339
1746614196.4367716,116.348
1746614196.5172029,116.388
1746614196.5692468,116.44
1746614196.6530154,116.507
1746614196.716371,116.612
1746614196.782078,116.722
1746614196.8729126,116.835
1746614196.9449384,116.962
1746614198.1007924,117.733
1746614198.9755392,119.552
1746614199.2860134,120.231
1746614199.3767676,120.488
1746614199.4472053,120.715
1746614199.501624,120.964
1746614199.5696115,121.187
1746614199.6567895,121.427
1746614199.71025,121.678
1746614199.8012195,121.892
1746614199.8640206,122.114
1746614199.9331195,122.375
1746614200.0093992,122.591
1746614200.0951989,122.784
1746614200.1758854,122.977
1746614200.2327602,123.122
1746614200.3170707,123.213
1746614200.4288015,123.258
1746614200.5082018,123.262
1746614200.5810277,123.241
1746614200.6290312,123.22
1746614200.7003138,123.201
1746614200.7400851,123.22
1746614200.8282473,123.265
1746614200.9493315,123.302
1746614201.040992,123.309
1746614201.1002073,123.324
1746614201.1797988,123.337
1746614201.222119,123.331
1746614201.2802784,123.297
1746614201.357864,123.226
1746614201.4645941,123.129
1746614201.502831,123.022
1746614201.5613208,122.94
1746614201.6415272,122.918
1746614201.711396,122.934
1746614201.7963424,123.001
1746614201.8468068,123.09
1746614201.872232,123.193
1746614201.963901,123.33
1746614202.784707,123.466
1746614203.7300563,124.25
1746614204.4091394,124.559
1746614204.4736392,124.524
1746614204.527788,124.503
1746614204.5849607,124.502
1746614204.6733897,124.482
1746614204.7409759,124.456
1746614204.8453794,124.418
1746614204.9200974,124.387
1746614205.0075953,124.354
1746614205.0646176,124.306
1746614205.1349378,124.247
1746614205.2201407,124.16
1746614205.312772,124.057
1746614205.5112176,123.95
1746614205.683424,123.823
1746614205.8052945,123.691
1746614205.9570262,123.54
1746614206.1083763,123.155
1746614206.1839163,122.976
1746614206.2958384,122.809
1746614206.4036942,122.704
1746614206.516305,122.636
1746614206.748864,122.602
1746614207.1767223,122.577
1746614207.270379,122.572
1746614207.7666004,122.561
1746614208.6061413,121.944
1746614209.0639877,121.162
1746614209.148912,121.025
1746614209.2091668,120.92
1746614209.265649,120.819
1746614209.3255932,120.7
1746614209.385745,120.592
1746614209.447944,120.486
1746614209.500782,120.374
1746614209.568703,120.285
1746614209.634912,120.206
1746614209.6963665,120.132
1746614209.765802,120.071
1746614209.8411682,120.019
1746614209.9031749,119.996
1746614209.9638991,119.989
1746614210.8643434,120.211
1746614211.8569615,122.057
1746614212.3568022,123.589
1746614212.933788,125.174
1746614213.0481288,125.427
1746614213.1272466,125.641
1746614213.1938126,125.878
1746614213.2488246,126.08
1746614213.3217533,126.281
1746614213.3885298,126.509
1746614213.4835634,126.706
1746614213.5421915,126.889
1746614213.6385927,127.08
1746614213.7269368,127.238
1746614213.8223,127.385
1746614213.908444,127.548
1746614213.9898558,127.688
1746614214.0887134,127.812
1746614214.207558,127.943
1746614214.3505607,128.062
1746614214.6385484,128.199
1746614214.8446488,128.432
1746614215.0244482,128.681
1746614215.3650482,129.22
1746614215.7760499,129.885
1746614216.0586092,130.464
1746614216.3903475,131.153
1746614216.6967313,131.856
1746614216.922234,132.437
1746614217.160411,133.022
1746614217.368861,133.53
1746614217.605577,134.131
1746614218.0800405,135.604
1746614218.169942,135.91
1746614218.2303164,136.238
1746614218.2847342,136.636
1746614218.34329,137.012
1746614218.4032445,137.443
1746614218.4703465,137.826
1746614218.5454912,138.204
1746614218.6266232,138.632
1746614218.678515,139.011
1746614218.7506793,139.388
1746614218.839966,139.813
1746614218.9056537,140.173
1746614218.9577372,140.526
1746614219.0241294,140.887
1746614219.0793536,141.16
1746614219.1479354,141.368
1746614219.1907887,141.524
1746614219.2369928,141.62
1746614219.2857473,141.697
1746614219.3296099,141.77
1746614219.3660033,141.823
1746614219.40974,141.868
1746614219.472117,141.904
1746614219.5049,141.945
1746614219.5721078,142.009
1746614219.6674263,142.107
1746614219.7760303,142.255
1746614219.8649256,142.46
1746614220.0421205,142.665
1746614220.1119301,142.88
1746614220.1769485,143.118
1746614220.2807662,143.33
1746614220.344299,143.575
1746614220.4456687,143.794
1746614220.5661554,144.021
1746614220.6305964,144.298
1746614220.7465794,144.579
1746614220.8198535,144.9
1746614220.9262,145.307
1746614221.0443175,145.738
1746614221.1116269,146.215
1746614221.2169929,146.78
1746614221.3035252,147.3
1746614221.4287126,147.815
1746614221.536306,148.353
1746614221.6518207,148.782
1746614221.7375581,149.212
1746614221.7939792,149.547
1746614221.8909032,149.845
1746614222.0095043,150.15
1746614222.0722456,150.406
1746614222.1971822,150.685
1746614222.2664092,150.933
1746614222.375479,151.188
1746614222.4579556,151.455
1746614222.5569868,151.766
1746614222.689067,152.058
1746614222.7495215,152.348
1746614222.8468802,152.662
1746614222.981364,152.925
1746614223.048547,153.188
1746614223.1731126,153.418
1746614223.527155,153.65
1746614223.6253707,153.903
1746614223.7241023,154.113
1746614223.7681694,154.342
1746614223.8218417,154.524
1746614223.8610044,154.696
1746614223.9001174,154.903
1746614223.968912,155.094
1746614224.0435948,155.297
1746614224.132195,155.54
1746614224.2109592,155.757
1746614224.3140655,155.948
1746614224.3981154,156.136
1746614224.4890676,156.289
1746614224.6201885,156.431
1746614224.6803713,156.609
1746614224.78877,156.784
1746614224.917484,157.015
1746614224.996148,157.252
1746614225.1797261,157.525
1746614225.3203254,157.815
1746614225.353613,158.161
1746614225.4228299,158.485
1746614225.4649274,158.856
1746614225.5542428,159.179
1746614225.6419122,159.489
1746614225.7485056,159.815
1746614226.8411376,160.36
1746614227.088516,160.755
1746614227.1601076,160.952
1746614227.2290862,161.116
1746614227.3069687,161.27
1746614227.3626094,161.441
1746614227.4563167,161.592
1746614227.5460696,161.732
1746614227.6064782,161.882
1746614227.6714137,162.005
1746614227.760018,162.138
