timestamp,mode,armed
1746613969.6024003,MANUAL,False
1746613973.7892292,MANUAL,False
1746613976.9676962,MANUAL,False
1746613977.1977527,MANUAL,False
1746613977.3010457,MANUAL,False
1746613977.3511379,MANUAL,False
1746613977.4481273,MANUAL,False
1746613977.5556934,MANUAL,False
1746613977.6137817,MANUAL,False
1746613977.7417645,MANUAL,False
1746613977.8120828,MANUAL,False
1746613977.8740895,MANUAL,True
1746613977.9264078,MANUAL,True
1746613977.9875472,MANUAL,True
1746613978.0891178,MANUAL,True
1746613978.9359686,MANUAL,True
1746613979.9441502,MANUAL,True
1746613980.9433794,MANUAL,True
1746613981.9267452,MANUAL,True
1746613982.925781,MANUAL,True
1746613983.9275465,MANUAL,True
1746613984.9263625,MANUAL,True
1746613985.9358706,MANUAL,True
1746613986.9307735,MANUAL,True
1746613987.9323196,MANUAL,True
1746613988.9267485,MANUAL,True
1746613989.9425826,MANUAL,True
1746613990.9453645,MANUAL,True
1746613991.9344487,MANUAL,True
1746613992.9300175,MANUAL,True
1746613993.926788,MANUAL,True
1746613994.9369624,MANUAL,True
1746613995.927537,MANUAL,True
1746613996.9321847,MANUAL,True
1746613997.9813569,MANUAL,True
1746613998.955194,MANUAL,True
1746613999.930961,MANUAL,True
1746614000.9309132,MANUAL,True
1746614001.929625,MANUAL,True
1746614002.940165,MANUAL,True
1746614003.9362144,MANUAL,True
1746614004.9333968,MANUAL,True
1746614005.9494605,MANUAL,True
1746614006.9732237,MANUAL,True
1746614007.9690247,MANUAL,True
1746614008.9426694,MANUAL,True
1746614009.9613879,MANUAL,True
1746614011.5229254,MANUAL,True
1746614012.3279424,MANUAL,True
1746614012.9574463,MANUAL,True
1746614014.1044834,MANUAL,True
1746614015.1698983,MANUAL,True
1746614015.9608343,MANUAL,True
1746614017.2716386,MANUAL,True
1746614017.970853,MANUAL,True
1746614018.9391747,MANUAL,True
1746614019.9675038,MANUAL,True
1746614021.857161,MANUAL,True
1746614022.2547088,MANUAL,True
1746614023.4722724,MANUAL,True
1746614024.3693514,MANUAL,True
1746614025.1104393,MANUAL,True
1746614026.0225968,MANUAL,True
1746614027.5984814,MANUAL,True
1746614028.0804396,MANUAL,True
1746614029.0112686,MANUAL,True
1746614029.9455643,MANUAL,True
1746614031.0439138,MANUAL,True
1746614032.0134375,MANUAL,True
1746614032.9530947,MANUAL,True
1746614034.3806534,MANUAL,True
1746614035.6135945,MANUAL,True
1746614036.693028,MANUAL,True
1746614037.4821928,MANUAL,True
1746614038.0028632,MANUAL,True
1746614038.9835463,MANUAL,True
1746614039.9539742,MANUAL,True
1746614041.0344107,MANUAL,True
1746614042.047732,MANUAL,True
1746614043.789891,MANUAL,True
1746614044.768026,MANUAL,True
1746614044.9784884,MANUAL,True
1746614046.0412555,MANUAL,True
1746614046.9463813,MANUAL,True
1746614047.9552794,MANUAL,True
1746614048.970485,MANUAL,True
1746614050.1742804,MANUAL,True
1746614051.593963,MANUAL,True
1746614052.1540997,MANUAL,True
1746614052.9902475,MANUAL,True
1746614053.9339774,MANUAL,True
1746614055.344938,MANUAL,True
1746614056.1446831,MANUAL,True
1746614056.9502094,MANUAL,True
1746614058.301708,MANUAL,True
1746614059.0037637,MANUAL,True
1746614061.0371432,MANUAL,True
1746614061.6099837,MANUAL,True
1746614062.4580107,MANUAL,True
1746614063.0043943,MANUAL,True
1746614063.946485,MANUAL,True
1746614064.942668,MANUAL,True
1746614066.2350621,MANUAL,True
1746614067.5725217,MANUAL,True
1746614068.1462283,MANUAL,True
1746614069.254339,MANUAL,True
1746614070.0090916,MANUAL,True
1746614071.629978,MANUAL,True
1746614072.28681,MANUAL,True
1746614073.4940407,MANUAL,True
1746614074.0165293,MANUAL,True
1746614075.3956304,MANUAL,True
1746614076.2326086,MANUAL,True
1746614076.9976256,MANUAL,True
1746614078.0011072,MANUAL,True
1746614079.396768,MANUAL,True
1746614079.9698858,MANUAL,True
1746614082.2583475,MANUAL,True
1746614082.986139,MANUAL,True
1746614083.8468242,MANUAL,True
1746614084.5737529,MANUAL,True
1746614084.9499605,MANUAL,True
1746614085.9415867,MANUAL,True
1746614087.1544495,MANUAL,True
1746614088.1678052,MANUAL,True
1746614088.965282,MANUAL,True
1746614089.975097,MANUAL,True
1746614090.9443934,MANUAL,True
1746614092.1143925,MANUAL,True
1746614093.350135,MANUAL,True
1746614093.984963,MANUAL,True
1746614094.9838462,MANUAL,True
1746614096.5654058,MANUAL,True
1746614097.187157,MANUAL,True
1746614097.9718502,MANUAL,True
1746614099.5524395,MANUAL,True
1746614100.0188985,MANUAL,True
1746614100.9949677,MANUAL,True
1746614101.9931903,MANUAL,True
1746614102.960152,MANUAL,True
1746614103.9653974,MANUAL,True
1746614104.9442062,MANUAL,True
1746614106.5335362,MANUAL,True
1746614107.197655,MANUAL,True
1746614108.0312877,MANUAL,True
1746614108.933979,MANUAL,True
1746614110.4935772,MANUAL,True
1746614111.292312,MANUAL,True
1746614111.9816139,MANUAL,True
1746614112.992119,MANUAL,True
1746614114.2813551,MANUAL,True
1746614115.1707685,MANUAL,True
1746614116.324193,MANUAL,True
1746614117.0339751,MANUAL,True
1746614118.116725,MANUAL,True
1746614118.9669604,MANUAL,True
1746614120.0012777,MANUAL,True
1746614120.9400496,MANUAL,True
1746614122.0056126,MANUAL,True
1746614122.9748378,MANUAL,True
1746614124.7725937,MANUAL,True
1746614125.0333648,MANUAL,True
1746614126.3661554,MANUAL,True
1746614127.0401042,MANUAL,True
1746614128.0041935,MANUAL,True
1746614129.0560868,MANUAL,True
1746614130.2869508,MANUAL,True
1746614131.0054214,MANUAL,True
1746614131.992552,MANUAL,True
1746614132.9391828,MANUAL,True
1746614133.9468036,MANUAL,True
1746614134.9449298,MANUAL,True
1746614136.7084546,MANUAL,True
1746614137.988966,MANUAL,True
1746614138.7285345,MANUAL,True
1746614139.4306378,MANUAL,True
1746614140.2611094,MANUAL,True
1746614141.322009,MANUAL,True
1746614142.0000618,MANUAL,True
1746614142.951641,MANUAL,True
