timestamp,mode,armed
1746609856.0532517,AUTO.LOITER,False
1746609857.0528305,AUTO.LOITER,False
1746609858.0415738,AUTO.LOITER,False
1746609859.0416093,AUTO.LOITER,False
1746609860.050896,AUTO.LOITER,False
1746609861.0569263,AUTO.LOITER,False
1746609862.0431595,AUTO.LOITER,False
1746609863.0423217,AUTO.LOITER,False
1746609864.0428052,AUTO.LOITER,False
1746609865.079993,AUTO.LOITER,False
1746609866.0600393,AUTO.LOITER,False
1746609867.0435333,AUTO.LOITER,False
1746609868.0437088,AUTO.LOITER,False
1746609869.065576,AUTO.LOITER,False
1746609870.044837,AUTO.LOITER,False
1746609871.0502114,AUTO.LOITER,False
1746609872.042878,AUTO.LOITER,False
1746609873.0430014,AUTO.LOITER,False
1746609874.0451326,AUTO.LOITER,False
1746609875.0434744,AUTO.LOITER,False
1746609876.048298,AUTO.LOITER,False
1746609877.0445354,AUTO.LOITER,False
1746609878.0710604,AUTO.LOITER,False
1746609879.0451968,AUTO.LOITER,False
1746609880.0427275,AUTO.LOITER,False
1746609881.0456786,AUTO.LOITER,False
1746609882.0436153,AUTO.LOITER,False
1746609883.042695,AUTO.LOITER,False
1746609884.0427835,AUTO.LOITER,False
1746609885.0440764,AUTO.LOITER,False
1746609886.0564804,AUTO.LOITER,False
1746609887.0530336,AUTO.LOITER,False
1746609888.0454404,AUTO.LOITER,False
1746609889.0432527,AUTO.LOITER,False
1746609890.0747354,AUTO.LOITER,False
1746609891.0553284,AUTO.LOITER,False
1746609892.0495055,AUTO.LOITER,False
1746609893.0449312,AUTO.LOITER,False
1746609894.0491896,AUTO.LOITER,False
1746609895.0460346,AUTO.LOITER,False
1746609896.045054,AUTO.LOITER,False
1746609897.0451577,AUTO.LOITER,False
1746609898.070268,AUTO.LOITER,False
1746609899.045951,AUTO.LOITER,False
1746609900.0461354,AUTO.LOITER,False
1746609901.0440826,AUTO.LOITER,False
1746609902.0922947,AUTO.LOITER,False
1746609903.0730906,AUTO.LOITER,False
1746609904.044311,AUTO.LOITER,False
1746609905.0495434,AUTO.LOITER,False
1746609906.060587,AUTO.LOITER,False
1746609907.0468278,AUTO.LOITER,False
1746609908.0497487,AUTO.LOITER,False
1746609909.0577548,AUTO.LOITER,False
1746609910.063664,AUTO.LOITER,False
1746609911.047041,AUTO.LOITER,False
1746609912.046986,AUTO.LOITER,False
1746609913.0473905,AUTO.LOITER,False
1746609914.0736952,AUTO.LOITER,False
1746609915.0646799,AUTO.LOITER,False
1746609916.0450177,AUTO.LOITER,False
1746609917.046011,AUTO.LOITER,False
1746609918.046993,AUTO.LOITER,False
1746609919.050364,AUTO.LOITER,False
1746609920.0457964,AUTO.LOITER,False
1746609921.0451171,AUTO.LOITER,False
1746609922.0451262,AUTO.LOITER,False
1746609923.0510917,AUTO.LOITER,False
1746609924.0468004,AUTO.LOITER,False
