timestamp,vx,vy,vz
1746609855.612129,-0.0029331583064049482,-0.00043484801426529884,0.00042843891424126923
1746609855.7557428,-0.0025813295505940914,9.394941571372328e-07,4.092427479918115e-05
1746609855.926862,-0.0025495258159935474,-0.00011891606845892966,9.615402814233676e-05
1746609856.0756521,-0.0015865435125306249,-0.0003574647707864642,0.00010552403546171263
1746609856.234553,-0.001374834799207747,-0.0003385581658221781,-3.4669164961087517e-06
1746609856.4062293,-0.0013960263459011912,0.0003474690020084381,-0.0005264608771540225
1746609856.5565345,-0.001569948741234839,0.000471660983748734,-0.0008208811632357538
1746609856.7170796,-0.000678772572427988,-0.00011950095358770341,-0.0004641060659196228
1746609856.8851779,-0.0006284116534516215,-0.00020045260316692293,-0.0010795161360874772
1746609857.0346794,-0.00046302753617055714,-6.405876774806529e-06,-0.0010776488343253732
1746609857.1976337,-0.0010710700880736113,7.563388498965651e-05,-0.0013579046353697777
1746609857.3660686,-0.0003113477723672986,-1.0288162229699083e-05,-0.0011427013669162989
1746609857.5186827,-0.001125310198403895,-3.8305654015857726e-05,-0.001019513700157404
1746609857.6759238,-0.00043920305324718356,0.0004764810437336564,-0.0010664152214303613
1746609857.8470564,-0.0007556210621260107,0.0005889332969672978,-0.001249378896318376
1746609857.9977329,-0.0006566088413819671,0.0008972212672233582,-0.0015077560674399137
1746609858.156803,-0.0007424529758282006,0.0007037424365989864,-0.001252744230441749
1746609858.327382,-0.00044827937381342053,0.00032064691185951233,-0.0012491513043642044
1746609858.4776287,-0.0008479488315060735,8.984765008790419e-05,-0.0016484109219163656
1746609858.638432,-0.0004624184803105891,-0.000598090176936239,-0.0015753057086840272
1746609858.8094401,-0.0011500376276671886,-0.0012014544336125255,-0.0009181519271805882
1746609858.958828,-0.0010017523309215903,-0.0010093585588037968,-0.0014159413985908031
1746609859.1185188,-0.0005283763748593628,-0.0015336815267801285,-0.0013810510281473398
1746609859.288882,-0.0006359881372191012,-0.0015154198044911027,-0.0015662414953112602
1746609859.4388628,-0.0009474906837567687,-0.0022311785724014044,-0.0013630465837195516
1746609859.5980039,-0.000878949067555368,-0.00220784661360085,-0.0016319898422807455
1746609859.7703686,-0.0009317202493548393,-0.0024594604037702084,-0.0019842979963868856
1746609859.9228816,-0.0012182482751086354,-0.0021141881588846445,-0.001945714931935072
1746609860.0799115,-0.0011805641697719693,-0.002268308075144887,-0.0024132090620696545
1746609860.2483926,-0.0011133113875985146,-0.0025242441333830357,-0.002202994655817747
1746609860.398366,-0.0011842775857076049,-0.002779522677883506,-0.0023679134901612997
1746609860.558193,-0.0014902068069204688,-0.003120607230812311,-0.0021004611626267433
1746609860.7445903,-0.0002450014872010797,0.0001418587053194642,-0.0022248735185712576
1746609860.8799357,-0.0004932319861836731,-0.00071570003638044,-0.0016705432208254933
1746609861.0390084,-0.00042950050556100905,-0.00130392424762249,-0.0016727419570088387
1746609861.2103646,-0.0009626662358641624,-0.0015524282352998853,-0.001514903036877513
1746609861.3640637,-0.0011141676222905517,-0.0019088669214397669,-0.001380639849230647
1746609861.5194135,-0.001071073696948588,-0.001604069140739739,-0.0016900732880458236
1746609861.690569,-0.0012061898596584797,-0.0021121997851878405,-0.0013057298492640257
1746609861.8400657,-0.001926930621266365,-0.0025028325617313385,-0.0015995308058336377
1746609861.9996512,-0.0016543988604098558,-0.0027494558598846197,-0.0016708968905732036
1746609862.1709592,-0.001993774436414242,-0.0034355425741523504,-0.0017964845756068826
1746609862.3222363,-0.00196485104970634,-0.003742277156561613,-0.0018543369369581342
1746609862.4820616,-0.0024936923291534185,-0.00478407135233283,-0.0016112372977659106
