timestamp,vibe_x,vibe_y,vibe_z
1746609863.7202868,0.007065958343446255,1.4291164085467045e-10,-0.023578396067023277
1746609873.3310785,0.005693688057363033,2.1118232162997685e-10,-0.01896326243877411
1746609882.939252,0.002528388751670718,1.1347478512391262e-10,-0.014465578831732273
1746609892.5461323,0.008128084242343903,2.901650586473181e-10,-0.023502569645643234
1746609902.154998,0.004681108519434929,1.424920875736646e-10,-0.0154876708984375
1746609911.7635791,0.02057209052145481,4.918523366370664e-10,-0.05916779860854149
1746609921.3774068,0.004771266598254442,3.3173402913533323e-10,-0.019031373783946037
1746609930.9814377,0.007614892441779375,2.0038305736935769e-10,-0.02324635162949562
1746609940.588724,0.004921415355056524,2.8416574648915116e-10,-0.019715722650289536
1746609950.1996825,0.006909665651619434,8.528949074770864e-11,-0.026224229484796524
1746609959.8083565,0.01027091033756733,5.300112015937941e-10,-0.0334022231400013
1746609969.4171667,0.008494440466165543,1.6492110455068598e-10,-0.02547629550099373
1746609979.0298867,1.2245298624038696,5.456156486616237e-06,-2.20633864402771
1746609988.6344368,0.11619023233652115,1.1365635828042286e-06,-0.26801350712776184
1746609998.2413776,0.03264211118221283,1.3301978407653792e-09,-0.13013432919979095
1746610007.8514278,0.04456227645277977,2.2813406275190573e-08,-0.15050357580184937
