timestamp,vx,vy,vz
1746608945.4978342,-0.003839715849608183,-0.002553935395553708,-0.014555529691278934
1746608945.9972243,-0.0034064166247844696,-0.0025838385336101055,-0.014590991660952568
1746608946.4300807,-0.003775649471208453,-0.0026611858047544956,-0.014344976283609867
1746608946.889025,-0.00415077805519104,-0.002406718907877803,-0.014058715663850307
1746608947.3820477,-0.004715597257018089,-0.0029785148799419403,-0.014821923337876797
1746608948.406299,-0.004834617953747511,-0.004260621499270201,-0.01412923913449049
1746608950.1041198,-0.005048812832683325,-0.004645067732781172,-0.01384818833321333
1746608950.6796894,-0.0046692294999957085,-0.004253816790878773,-0.013910287991166115
1746608951.2824547,-0.004464564844965935,-0.0040339394472539425,-0.013912878930568695
1746608951.873401,-0.004261946305632591,-0.004364400170743465,-0.013752248138189316
1746608952.5494018,-0.0039473650977015495,-0.00453063752502203,-0.013629438355565071
1746608954.0023096,-0.003906200872734189,-0.005124561954289675,-0.013786230236291885
1746608954.648028,-0.004118237178772688,-0.005243523977696896,-0.013714024797081947
1746608956.1163685,-0.00502691138535738,-0.005596047267317772,-0.013791320845484734
1746608956.788101,-0.005024873185902834,-0.005645832512527704,-0.013789110817015171
1746608957.5439065,-0.005270394496619701,-0.005672195926308632,-0.013449827209115028
1746608958.0851269,-0.005170626565814018,-0.0056153228506445885,-0.013874527998268604
1746608958.109544,-0.005276320036500692,-0.005584183149039745,-0.013650823384523392
1746608958.1236763,-0.005393236875534058,-0.005447844043374062,-0.013373770751059055
1746608958.1374815,-0.005092423874884844,-0.005297195166349411,-0.013390407897531986
1746608958.152121,-0.0049199447967112064,-0.005046095699071884,-0.013788779266178608
1746608958.1671572,-0.005080693867057562,-0.005111379083245993,-0.01382814347743988
1746608958.188623,-0.004954928066581488,-0.004747716709971428,-0.014079893939197063
1746608958.250781,-0.004772910848259926,-0.0044676680117845535,-0.014156481251120567
1746608958.269178,-0.0044497172348201275,-0.004217600915580988,-0.014240910299122334
1746608958.2852485,-0.004771887324750423,-0.0039058488328009844,-0.014194043353199959
